検索語句レポート
2026年4月1日 - 2026年5月15日
デバイス,検索語句,マッチタイプ,追加済み / 除外済み,キャンペーン,広告グループ,キーワード,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,キャンペーン タイプ,コンバージョン率,コンバージョン,コンバージョン単価
スマートフォン,税理士 法人 アピロ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",1,1,100.00%,JPY,113,113,検索,0.00%,0.00,0
スマートフォン,税理士 法人 クラウド パートナーズ,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,10,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,オーケー パートナーズ 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,清水 税務署 確定 申告 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 報酬 料金 表,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相場""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,本庄 市 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 埼玉""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 i&o,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,茅ヶ崎 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,上村 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,会計 事務 所 一覧,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,望月 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,沖縄 税務署 確定 申告 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,古河 市 優 和,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,大谷 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,朝日 税理士 法人 横浜,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 トゥモロー ズ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,西 東京 市 税務 相談,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[西 東京 市 税務 相談],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,ミカタ 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 frontline,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,5,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,久保田 会計 事務 所 江戸川 区,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所 東京 一覧""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 ユナイテッド ブレインズ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,細川 健 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,シルスフィア 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 エムエム アイ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,アクセル パートナーズ 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,堺 市 確定 申告 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""確定 申告 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 開業 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,清水 透 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 に 相談,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 相談],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,確定 申告 代行,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 確定 申告""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,山 﨑 税理士 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 グリーン,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",1,4,25.00%,JPY,64,64,検索,0.00%,0.00,0
スマートフォン,武井 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,稲葉 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,銀座 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税務署 無料 相談 危ない,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,横田 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,アローズ 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,芙蓉 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,いっしょ に 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,赤塚 公認 会計士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,確定 申告 金額 税理士,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[確定 申告 税理士 費用],0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,西原 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,平良 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,栃木 税務署 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 格安 個人 事業 主,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[個人 事業 主 税理士 安い],1,2,50.00%,JPY,292,292,検索,0.00%,0.00,0
スマートフォン,竹 久保 公認 会計士 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,荒川 会計 事務 所 新宿,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,三瓶 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,茂木 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,サクト 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,粕谷 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,八千代 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,天風 税理士 法人 新宿,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,浅井 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,個人 税理士,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[個人 税理士],0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,goofice 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,さくら 中野 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税務 相談 所 福岡,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,total 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,村田 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,鹿谷 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,相原 和 司 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,村田 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,神前 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 磯崎 会計 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,顧問 税理士 費用,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 顧問 費用""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,鳥山 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,森 経理 事務 所 行田,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 埼玉""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,日本 税務 研究 センター 税務 相談 室,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,横須賀 市 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 蒲田,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,顧問 税理士 中野 区,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所 東京 一覧""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,エース 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,エムエム アイ 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,秋葉原 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 小山 ミカタ パートナーズ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 無料 相談 横浜 市,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談 無料""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 チェスター 池袋 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税 の こと 相談,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税務 相談],0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,荒川 税務署 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,チェスター 税理士 法人,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,確定 申告 税理士,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 確定 申告""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,佐藤 哲生 税理士 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,譲渡 所得税 確定 申告 税理士,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 確定 申告""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 横畑 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,平沢 草 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,多摩 区 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 無料 相談 さいたま 市,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 埼玉""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,イン ボイス の 相談 窓口,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 フィールド,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,緒方 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 鳥山 会計 池袋 オフィス,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,大原 政 人 税理士 事務 所 レビュー,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,確定 申告 わからない 相談,フレーズ一致,除外済み,マイクロ法人LP(PC),マイクロ法人,"""確定 申告 相談""",0,6,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,川口 誠 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,分 部 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,山田 税理士 事務 所 東京,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,ユアクラウド 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,目黒 区 確定 申告 無料 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""無料 相談 確定 申告""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,藤沢 市 税理士 無料 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""無料 税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 なごみ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,森 会計 事務 所 渋谷,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,gyc 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,下 鶴 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,岸本 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,チェスター 税理士 法人,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 京都 無料 相談,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[京都 税理士 無料 相談],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,片桐 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",1,1,100.00%,JPY,57,57,検索,0.00%,0.00,0
スマートフォン,確定 申告 について 問い合わせ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,sankyodo 税理士 法人,完全一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,[サン 共同 税理士 法人],0,5,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,漆山 パートナーズ 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,脇坂 税務 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,川口 哲也 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 ランド マーク,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 質問 したい,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 相談],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,鈴木 会計 事務 所 八丁堀,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,顧問 税理士,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[顧問 税理士],2,40,5.00%,JPY,614,1228,検索,0.00%,0.00,0
スマートフォン,水上 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,深川 雄 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,戸田 市 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 埼玉""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,中村 税務 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,四谷 三 丁目 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,河村 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,ja 税務 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,チェスター 税理士 法人,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,春日部 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,森村 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,個人 事業 主 向け 税理士,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[個人 税理士],0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,鹿児島 市 税務署 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,iau 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,7,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,mirai 総合 会計 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,久保田 会計 事務 所 江戸川 区,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,西川 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 スタートアップ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,阿部 尚武 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,tfs 国際 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,5,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,vsg 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,小松 税務署 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
